ID,Title,Creator,Tags,Published Time,Duration,Description,View Count,Like Count,Like Rate,Comment Count,Error,YouTube Links,Archive URL
uIAD0eLPgNo,"Free Palestine: Mr.T, six times (?????? ), palestinian song",freepalestineee,"['free', 'palestine', 'palestina', 'libera', 'israel', 'terror', 'israele', 'fatah', 'intifada', 'filastin', 'us', 'army', 'usa', 'bush', 'arab', 'hiphop', 'rap', 'music', 'bea']",2007-06-12T18:31:54Z,PT4M,"by http://guerrillaradio.iobloggo.com/


Its a video about Mr.T life ...a rapper who moved about 6 times in his life from place to place ....its of course at the same time for all the refugees ... 

by the palestinian blog http://guerrillaradio.iobloggo.com/",19727,61,,27,,https://www.youtube.com/watch?v=uIAD0eLPgNo,https://archive.org/details/youtube-uIAD0eLPgNo
yDBdGjMAyfU,Free Palestine: DAM -palestinian mim mim rap live in Israel,freepalestineee,"['free', 'palestine', 'palestina', 'libera', 'israel', 'terror', 'israele', 'fatah', 'intifada', 'shahid', 'us', 'army', 'usa', 'bush', 'arab', 'music', 'gaza', 'barghouti']",2007-06-13T02:20:18Z,PT2M43S,"By http://guerrillaradio.iobloggo.com/

Dam is the name of a Palestinian rap group. DAM are Tamer Nafar, Suhel Nafar and Mahmoud Jreri, three young Palestinian rappers from a small mixed Arabic and Jewish town near Jerusalem, called Lod. Dedication is their third CD, and first to be released internationally. Unsurprisingly, perhaps, many of their lyrics are conce... 

by tha site who play the DAM all the night..
http://guerrillaradio.iobloggo.com/",16103,33,,3,,https://www.youtube.com/watch?v=yDBdGjMAyfU,https://archive.org/details/youtube-yDBdGjMAyfU
twzN06W5eSs,One film Shot of the G-8 migration Streetrave Rap,jac2puchman,"['Streetrave', 'Rostock', 'Germany', 'G-8', 'Music', 'People', 'reality']",2007-06-13T05:51:51Z,PT10S,"This is one shot, within a few seconds.
This very small piece of film is not showed by the official media.",225,0,,0,,https://www.youtube.com/watch?v=twzN06W5eSs,https://archive.org/details/youtube-twzN06W5eSs
jB3PXLzI758,Free Palestine: LIFE CONVICTS -Eyes of A Souljah (HipHop),freepalestineee,"['free', 'palestine', 'palestina', 'israel', 'israeli', 'hio', 'hop', 'rap', 'rappers', 'gaza', 'dam', 'terrorist', 'Eminem', 'paris', 'hilton', 'prison', 'rape', 'sex', 'pac']",2007-06-13T11:02:53Z,PT5M26S,"by http://guerrillaradio.iobloggo.com/

In a darker millennium that has approached, two lyricist rose from L.A. area and the abode of shadows to form what is Life-Convicts. Dedicated to quality conscious hip-hop composed of hard-hitting lyrics.

Music as expressed through Hip-Hop is now dominating the world, like it or not! Hip Hop is one genre, which formed out of the rich African musical traditions of West Africa brought over during the African-Holocaust. Traditionally this music has been either religious in nature, about love or about social reform.

Unfortunately, today, Hip-Hop is more a dangerous weapon used by major corporations against the youth to keep them failing and trapped in a self-destructive consumer society. But, this was not how Hip-Hop was in the beginning. This powerful tool was a voice to allow the disenfranchised people of the inner cities to be heard. 

Life Convicts like others mark a serious return to these conscious roots; a tool of education and empowerment.

This is their debut album, and they continue to develop new Palestine-related tracks


by Vittorio Arrigoni and the palestinian collective blog

http://guerrillaradio.iobloggo.com/",19130,152,,Not available,,https://www.youtube.com/watch?v=jB3PXLzI758,https://archive.org/details/youtube-jB3PXLzI758
dhytVhtwW5M,Mighty Marvelous 4 "Papa Was A Rolling Stone",CityOfLewisville,"['LVTV', 'Sounds', 'Of', 'Lewisville', 'Concert', 'Music', 'Series', 'City', 'CityOfLewisville', 'Mighty', 'Marverlous', 'Four', '4.']",2007-06-14T18:41:54Z,PT5M57S,Subscribe for updated vids.,1791,6,,3,,https://www.youtube.com/watch?v=dhytVhtwW5M&pp=ygUtTWlnaHR5IE1hcnZlbG91cyA0ICJQYXBhIFdhcyBBIFJvbGxpbmcgU3RvbmUi,https://archive.org/details/lwvtx-Mighty_Marvelous_4_Papa_Was_A_Rolling_Stone
gaSjRkU0wXE,Hells Bells  - Part 18 of 18 (Watch Last),HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-16T10:16:41Z,PT7M12S,"Part 18 of 18
To order Hells Bells 1 and 2 on DVD see this website.
http://www.vorthosforum.com",21957,157,,120,,https://www.youtube.com/watch?v=gaSjRkU0wXE,https://archive.org/details/youtube-gaSjRkU0wXE
yMsqey81JdM,Hells Bells  - Part 17 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-16T10:51:16Z,PT10M30S,"Part 17 of 18.
Get this video on DVD. http://www.vorthosforum.com",23076,128,,86,,https://www.youtube.com/watch?v=yMsqey81JdM,https://archive.org/details/youtube-yMsqey81JdM
IPQE5fHUGKM,Hells Bells  - Part 16 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-16T11:12:26Z,PT10M30S,"part 16.
Get this video on DVD. http://www.vorthosforum.com",23146,119,,53,,https://www.youtube.com/watch?v=IPQE5fHUGKM,https://archive.org/details/youtube-IPQE5fHUGKM
BylzO6yU1SA,Hells Bells  - Part 15 of 18,HellsBellsRockMusic,"['Hells', 'Bells', 'backmasking', 'reverse', 'speech']",2007-06-16T11:39:05Z,PT10M30S,"Part 15 of 18.
Get this video on DVD. http://www.vorthosforum.com",26894,127,,85,,https://www.youtube.com/watch?v=BylzO6yU1SA,https://archive.org/details/youtube-BylzO6yU1SA
FKYxVfVRqkA,Hells Bells  - Part 14 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-16T12:05:53Z,PT10M29S,"part 14 of 18.
Get this video on DVD. http://www.vorthosforum.com",30045,123,,82,,https://www.youtube.com/watch?v=FKYxVfVRqkA,https://archive.org/details/youtube-FKYxVfVRqkA
K7SEB1jkrPw,Hells Bells  - Part 13 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-16T12:21:24Z,PT10M30S,"part 13 of 18.
Get this video on DVD. http://www.vorthosforum.com",26568,102,,34,,https://www.youtube.com/watch?v=K7SEB1jkrPw,https://archive.org/details/youtube-K7SEB1jkrPw
0yWBvHUmW6M,"SSRE jubileum Eindhoven, www.kleijnprodukties.nl",De nachtzuster onderzoekt,"['SSRE', 'jubileum', 'feest', 'stratumseind', 'www.kleijnprodukties.nl', '14-06-07']",2007-06-16T20:34:44Z,PT1M28S,De SSRE is op 19 september 2007 haar 10e lustrum in gegaan. Dit is gevierd met een gweldig feest op het stadhuisplein te Eindhoven.           De lineup:  www.laidbackluke.com                   www.gregorsalto.com                    RobbyFasthand-Djembé,933,0,,0,,https://www.youtube.com/watch?v=0yWBvHUmW6M,https://archive.org/details/youtube-0yWBvHUmW6M
CrxH0DimmTE,Hells Bells  - Part 12 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-17T10:26:10Z,PT10M30S,"Part 12 of 18
Get this video on DVD. http://www.vorthosforum.com",29225,120,,53,,https://www.youtube.com/watch?v=CrxH0DimmTE,https://archive.org/details/youtube-CrxH0DimmTE
9LYU2uEo2XU,Hells Bells  - Part 11 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-17T10:56:02Z,PT10M30S,"Part 11.
Get this video on DVD. http://www.vorthosforum.com",33092,129,,74,,https://www.youtube.com/watch?v=9LYU2uEo2XU,https://archive.org/details/youtube-9LYU2uEo2XU
SRUrpprfG7k,Hells Bells  - Part 10 of 18,HellsBellsRockMusic,"['Hells', 'Bells', 'bible', 'jesus', 'god', 'ocult', 'cult', 'music']",2007-06-17T11:18:07Z,PT10M26S,"part 10.
Get this video on DVD. http://www.vorthosforum.com",36977,136,,92,,https://www.youtube.com/watch?v=SRUrpprfG7k,https://archive.org/details/youtube-SRUrpprfG7k
NkCZI3eBLa8,Hells Bells  - Part 8 of 18,HellsBellsRockMusic,"['Hells', 'Bells', 'Suicide']",2007-06-17T12:09:56Z,PT10M30S,"part 8.
Get this video on DVD. http://www.vorthosforum.com",34215,100,,72,,https://www.youtube.com/watch?v=NkCZI3eBLa8,https://archive.org/details/youtube-NkCZI3eBLa8
AvOQeoh01nM,Hells Bells  - Part 7 of 18,HellsBellsRockMusic,"['Hells', 'Bells', 'rolling', 'stones', 'altamont', 'speedway']",2007-06-17T12:30:11Z,PT10M30S,"part 7.
Get this video on DVD. http://www.vorthosforum.com",41684,147,,93,,https://www.youtube.com/watch?v=AvOQeoh01nM,https://archive.org/details/youtube-AvOQeoh01nM
yAOSVRoaVIA,Hells Bells  - Part 5 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-17T13:36:57Z,PT10M30S,"part 5.
Get this video on DVD. http://www.vorthosforum.com",46726,165,,157,,https://www.youtube.com/watch?v=yAOSVRoaVIA,https://archive.org/details/youtube-yAOSVRoaVIA
jH1tc4Im-fU,Hells Bells  - Part 4 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-17T13:59:51Z,PT10M30S,"part 4.
Get this video on DVD. http://www.vorthosforum.com",54256,193,,150,,https://www.youtube.com/watch?v=jH1tc4Im-fU,https://archive.org/details/youtube-jH1tc4Im-fU
IKiT0JzGT6k,Hells Bells  - Part 3 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-17T14:40:46Z,PT10M30S,"part 3.
Get this video on DVD at http://www.vorthosforum.com",61911,232,,204,,https://www.youtube.com/watch?v=IKiT0JzGT6k,https://archive.org/details/youtube-IKiT0JzGT6k
8RkQMTJCNmI,Hells Bells  - Part 2 of 18,HellsBellsRockMusic,"['Hells', 'Bells']",2007-06-17T14:56:50Z,PT10M30S,"part 2.
Get this video on DVD. http://www.vorthosforum.com",95449,340,,261,,https://www.youtube.com/watch?v=8RkQMTJCNmI,https://archive.org/details/youtube-8RkQMTJCNmI
AKIQ7T-t_V4,Hell's Bell's - The Dangers of Rock 'N' Roll - Part 1 of 18,HellsBellsRockMusic,"[""Hell's"", ""bell's"", 'jesus', 'god', 'bible', 'christian', 'backmasking', 'manson', 'satanism', 'satanic', 'occult', 'cult', 'satin', 'devil', 'reverse', 'speech', 'music', 'suicide']",2007-06-17T15:20:51Z,PT10M30S,"Part 1 (Start here) - Hells Bells: The Dangers of Rock 'N' Roll (1989) Documentary: Journey thru the dark side of Rock 'n' Roll music and its negative influence on society from a Christian perspective.

Eric Holmberg; Reel to Reel Ministries

To get Hells Bells 1 and 2 on DVD see this website

http://www.vorthosforum.com 

Click on my username (in Blue) to see the other parts of this video.",226097,853,,957,,https://www.youtube.com/watch?v=AKIQ7T-t_V4,https://archive.org/details/youtube-AKIQ7T-t_V4
WI4_OyoETCM,Foo Fighters - Walking a line,bleed2006,"['Foo', 'Foofighters', 'Walking', 'line']",2007-06-19T18:38:14Z,PT3M56S,"Video Clip de la Banda
Aquest tema no surt a cap discu suposo que en algun single.",48489,174,,26,,https://www.youtube.com/watch?v=WI4_OyoETCM,https://archive.org/details/youtube-WI4_OyoETCM
KAxz0ECZ-Lo,The Internationale in Nepal,mrzine,"['Nepal', 'Socialism', 'Maoism', 'Music', 'Internationale']",2007-06-20T00:04:20Z,PT5M13S,Maoists sing the Internationale in Nepal,21532,189,,35,,https://www.youtube.com/watch?v=KAxz0ECZ-Lo,https://archive.org/details/youtube-KAxz0ECZ-Lo
7qGuvdnIGBM,Yoshimi Battles the Pink Robots Part 2 - The Flaming Lips,RutabegaProduce,"['Yoshimi', 'battles', 'pink', 'robots', 'pt', 'the', 'flaming', 'lips', 'fan', 'video', 'rutabega', 'produce', 'balloons', 'noodles', 'goggles', 'bacon']",2007-06-20T05:08:27Z,PT3M,fan video.,22094,70,,8,,https://www.youtube.com/watch?v=7qGuvdnIGBM,https://archive.org/details/youtube-7qGuvdnIGBM
3JOIAYl6KiI,Olli banjo Komm Ans Fenster,Gangsta1444,"['Olli', 'banjo']",2007-06-20T12:20:57Z,PT3M32S,olli banjo LIFESHOW,99996,285,,48,,https://www.youtube.com/watch?v=3JOIAYl6KiI,https://archive.org/details/youtube-3JOIAYl6KiI
kBiuYOeXiqM,Yonatan,shaya,"['yonatan', 'green', 'day', 'jewish', 'music']",2007-06-20T14:43:11Z,PT2M10S,yonatan plays boulevard of broken dreams,3033,2,,1,,https://www.youtube.com/watch?v=kBiuYOeXiqM,https://archive.org/details/youtube-kBiuYOeXiqM
SDfFuYDFqm8,Green Day Boulevard of Broken Dreams live Letterman,JuhS2GD,['gd'],2007-06-20T23:23:33Z,PT4M49S,xD,399994,2033,,359,,https://www.youtube.com/watch?v=SDfFuYDFqm8,https://archive.org/details/youtube-SDfFuYDFqm8
ypObKeQglNQ,What a Wonderful World Resulted by illegitimate State -part1,AntiHypo,"['Israel', 'Kamakawiwo', 'ole', 'Somewhere', 'Over', 'The', 'Rainbow', 'Lyrics', 'blue', 'birds', 'fly', 'what', 'wonderful', 'world', 'paul', 'potts', 'Louis', 'Armstrong']",2007-06-21T13:27:31Z,PT10M16S,Here is the cool world as a result of "nice" and "cool" state called Israel.,886,3,,0,,https://www.youtube.com/watch?v=ypObKeQglNQ,https://archive.org/details/youtube-ypObKeQglNQ
CyMlAM-Yj9Y,The Story of an illegimate and The Only Racism Based State,AntiHypocrisy,"['teapacks', 'israel', 'eurovision', 'helsinki', '2007', 'push', 'the', 'button', 'esc', 'song', 'contest', 'music']",2007-06-21T13:31:55Z,PT10M16S,"http://www.fair.org
http://www.ifamericansknew.com
http://www.jewwatch.com
http://informationclearinghouse.info
http://www.davidduke.com
http://video.google.com/videoplay?docid=676452061991429040
http://video.google.com/videoplay?docid=4054523048548733881
http://video.google.com/videoplay?docid=6909612995471559345
http://video.google.com/videoplay?docid=1144588634913019209
http://video.google.com/videoplay?docid=3556931934798596578
http://video.google.com/videoplay?docid=-4495142117559144505
http://video.google.com/videoplay?docid=2935427412876205051
http://www.youtube.com/watch?v=4xbbzW_r0UE
http://www.youtube.com/watch?v=SXMZZCvFtlw",1102,25,,1,,https://www.youtube.com/watch?v=CyMlAM-Yj9Y,https://archive.org/details/youtube-CyMlAM-Yj9Y
_XlXHO00ins,What a Wonderful World Resulted by illegitimate State -part2,AntiHypo,"['Israel', 'Kamakawiwo', 'ole', 'Somewhere', 'Over', 'The', 'Rainbow', 'Lyrics', 'blue', 'birds', 'fly', 'what', 'a', 'wonderful', 'world', 'cool', 'facts', 'paul', 'potts', 'bgt']",2007-06-21T13:44:12Z,PT10M17S,See it Believe it.,406,6,,0,,https://www.youtube.com/watch?v=_XlXHO00ins,https://archive.org/details/youtube-_XlXHO00ins
vGAVQTn4H9c,Jason Aldean - Live at the Wildhorse - 2007 Concert For The Cure Recap,Jason Aldean,"['jason', 'aldean', 'wildhorse', 'hicktown', 'concert', 'for', 'the', 'cure']",2007-06-21T20:14:18Z,PT2M15S,"Stream Highway Desperado ?https://jasonaldean.lnk.to/HighwayDesperadoID

Jason Aldean performs live at the Wildhorse Saloon in Nashville for 2007's Concert for the Cure.",24627,Not available,,Not available,,https://www.youtube.com/watch?v=vGAVQTn4H9c,https://archive.org/details/youtube-vGAVQTn4H9c
zqIa4tCwvM,Road Trip 2 Texas,webmasterflash,"['allman', 'brothers', 'band', 'california', 'abilene', 'texas', 'apple', 'imovie', 'final', 'cut', 'pro', 'darrin', 'mcbreen']",2007-06-22T19:25:28Z,PT7M36S,From Southern California to Abilene Texas with music from the Allman Brothers. Video created with Apple iMovie HD.,650,10,,3,,https://www.youtube.com/watch?v=-zqIa4tCwvM,https://archive.org/details/youtube--zqIa4tCwvM
GSkWQtqeiVQ,Dave Grohl hates Reggae ~ Foo Fighters live at Paladinos,trendski,"['Foo Fighters', 'Dave Grohl', 'Reggae', 'Paladinos', '2007']",2007-06-22T21:16:26Z,PT19S,during warm-up session at secret Paladinos show...,20899,45,,6,,https://www.youtube.com/watch?v=GSkWQtqeiVQ,https://archive.org/details/youtube-GSkWQtqeiVQ
3btuXlC_8hU,FIERJ TV 1.245 - Comunidade na TV - Musical,fierj,"['ctvfierj', 'judaico', 'judeu', 'israelita', 'israel', 'semitismo', 'fierj', 'niskier', 'roitberg']",2007-06-23T18:52:40Z,PT2M53S,17-jun-07 Avaham Fried - Chabad Medley,12856,23,,5,,https://www.youtube.com/watch?v=3btuXlC_8hU,https://archive.org/details/youtube-3btuXlC_8hU
UI2-GDwSIVc,*-V.I.P.6-* (video integration project) Song,ChangeDaChannel,"['changedachannel', 'vip', 'video', 'integration', 'project', 'music', 'song', 'response', 'unity', 'world', 'lets', 'make', 'together']",2007-06-23T19:21:57Z,PT2M9S,Lets make a song. You make sounds in your video with instruments or bang on something or make a noise in some way and Ill put the track together and edit the video! Thanks for watching! music by: azeem,5477,38,,7,,https://www.youtube.com/watch?v=UI2-GDwSIVc,https://archive.org/details/youtube-UI2-GDwSIVc
FppqB7QFqMQ,IPVOX - IPVOX,Noovok,"['ipvox', 'rock', 'identitaire', 'rif', 'rac', 'metal', 'indus', 'lepen', 'le', 'pen', 'front', 'national', 'resistance', 'france', 'francais', 'europe', 'jeunesse', 'rap']",2007-06-23T21:29:02Z,PT3M10S,IPVOX - IPVOX  http://www.alternative-s.com/  http://www.myspace.com/ipvox,10936,59,,3,,https://www.youtube.com/watch?v=FppqB7QFqMQ,https://archive.org/details/youtube-FppqB7QFqMQ
fQM3GVHuZUo,yonatan,shaya,"['yonatan', 'jewish', 'music']",2007-06-27T05:06:31Z,PT6M37S,slide of yonatan jamming,2865,3,,0,,https://www.youtube.com/watch?v=fQM3GVHuZUo,https://archive.org/details/youtube-fQM3GVHuZUo
l8HRVDgbbu8,Yonatan,shaya,"['yonatan', 'jewish', 'music', 'carlbach']",2007-06-27T05:36:00Z,PT4M6S,yonatan playing the new carlbach song,13839,21,,4,,https://www.youtube.com/watch?v=l8HRVDgbbu8,https://archive.org/details/youtube-l8HRVDgbbu8
TWyCR3wcrPM,Grens,David Milliken,"['protestant', 'loyalist', 'flute', 'band']",2007-06-27T10:50:51Z,PT1M16S,fun night in Newstevenson Orange hall 2005,346,0,,0,,https://www.youtube.com/watch?v=TWyCR3wcrPM,https://archive.org/details/youtube-TWyCR3wcrPM
bHtwhvYeNqU,"Burning Giraffe at the Tamar Inn, Calstock #1",RubbishMan1940,"['calstock', 'cornwall', 'tamar', 'inn', 'music']",2007-06-27T15:08:59Z,PT4M21S,"Burning Giraffe at the Tamar Inn, Calstock. See www.rubbishman1940.com for some background",1084,1,,1,,https://www.youtube.com/watch?v=bHtwhvYeNqU,https://archive.org/details/youtube-bHtwhvYeNqU
tWBls0b822o,Pain Bye Die,Tonda655,['111111'],2007-06-27T21:38:35Z,PT3M3S,"Pain Bye Die
Ultraviolet
Make Tonda655",54895,166,,10,,https://www.youtube.com/watch?v=tWBls0b822o,https://archive.org/details/youtube-tWBls0b822o
,Nirvana - Opinion (Rare Version),oribe peralta,,2007-06-28T00:00:00Z,,,,,,,Deleted,https://www.youtube.com/watch?v=j6_uJaWEgbc,https://archive.org/details/youtube-j6_uJaWEgbc
tg3JjzIptmQ,Dynamics "Talent Show" Music Video,CreekTV,"['talent', 'show', 'rap', 'music', 'video', 'kids', 'coconut', 'creek', 'funk', 'funky']",2007-06-28T17:08:34Z,PT1M29S,This is commercial for our Fall 2007 talent show.,258,2,,1,,https://www.youtube.com/watch?v=tg3JjzIptmQ&pp=ygUiRHluYW1pY3MgIlRhbGVudCBTaG93IiBNdXNpYyBWaWRlbw%3D%3D,https://archive.org/details/cocrkfl-Dynamics_Talent_Show_Music_Video
CbS2etspbcA,Standrecht - Zeerovers Lied,Apenjager,"['Standrecht', 'Zeerover', 'Piraten', 'Lied', 'Brigade', 'M', 'Eigen', 'Volk', 'Eerst', 'Nationalist', 'RAC', 'Dutch']",2007-06-28T20:56:06Z,PT3M13S,"Standrecht - Zeerovers Lied

Eigen Volk Eerst!

Let niet op het filmpje.",23497,68,,15,,https://www.youtube.com/watch?v=CbS2etspbcA,https://archive.org/details/youtube-CbS2etspbcA
Re0E9VNnSdU,Ghosts n' Goblins Piano Arrangement,NoPLo,"['ghosts', 'n', 'ghouls', 'goblins', 'piano', 'arrange', 'arrangement', 'noplo']",2007-06-28T21:45:23Z,PT2M19S,"TURN THE VOLUME UP!!

It's time for Ghosts n' Globins. The quality in this one is TOO crappy, sorry! =( I hope next video gets much better...",34162,127,,34,,https://www.youtube.com/watch?v=Re0E9VNnSdU,https://archive.org/details/youtube-Re0E9VNnSdU
HTNv2dOBFJk,NCC Video,GratedFamily,"['no', 'cussing', 'club', 'g-rated', 'gratedfamily', 'grated', 'rap', 'kids', 'funny', 'amazing', 'singing', 'fun', 'laugh', 'music', 'video']",2007-06-29T16:31:31Z,PT3M1S,"The NCC Music Video

Music Video",541213,3034,,Not available,,https://www.youtube.com/watch?v=HTNv2dOBFJk,https://archive.org/details/youtube-HTNv2dOBFJk
blxUaMFKW70,Standrecht - De Sterke Blijft Bestaan,Apenjager,"['Standrecht', 'De', 'Sterke', 'Blijft', 'Bestaan', 'Rechts', 'Rock', 'RAC', 'Dutch', 'Nederland', 'Nationalist', 'Brigade', 'M', 'Eigen', 'Volk', 'Eerst']",2007-06-29T17:02:45Z,PT2M17S,"Standrecht - De Sterke Blijft Bestaan

Eigen Volk Eerst!

Let niet op het filmpje.",57989,262,,60,,https://www.youtube.com/watch?v=blxUaMFKW70,https://archive.org/details/youtube-blxUaMFKW70
eJSYfZXxTsQ,Loyalist Parade - Shankill Protestant Boys Whiterock 2007,caltonmedia,"['Shankill', 'Protestant', 'Whiterock', 'Orange', 'Order', 'British', 'Unionist', 'Loyalist', 'Music', 'Band', 'Northern', 'Ireland', 'Ulster']",2007-07-01T09:52:33Z,PT1M36S,Shankill Proddy Boys followed by West Belfast Volunteers on the upper Shankill / Woodvale Rd during the 2007 Whiterock Orange Order parade.,23424,30,,0,,https://www.youtube.com/watch?v=eJSYfZXxTsQ,https://archive.org/details/youtube-eJSYfZXxTsQ
fUkKLK_fZb4,The Servant - Cells (Sin City ),Tonda655,['iddqd'],2007-07-01T10:09:18Z,PT4M55S,"Je to upraven ze Sin City

Tonda655",2399715,12013,,851,,https://www.youtube.com/watch?v=fUkKLK_fZb4,https://archive.org/details/youtube-fUkKLK_fZb4
inltBl4bBz0,Ulster Loyalist Parade - Tullaghans Sons of Liberty 1,caltonmedia,"['Antrim', 'Ballymoney', 'Northern', 'Ireland', 'Loyalist', 'Parade', 'Ulster', 'Unionist', 'British', 'Music', 'Culture', 'People', 'Protestant', 'Loyal']",2007-07-01T17:42:48Z,PT9M49S,"Calton Media reporting from the Tullaghan's Sons of Liberty Loyalist band parade in Ballymoney. This is part one.

http://www.caltonloyalists.com",4309,11,,0,,https://www.youtube.com/watch?v=inltBl4bBz0,https://archive.org/details/youtube-inltBl4bBz0
s23FkzUGlc4,Ulster Loyalist Parade - Tullaghans Sons of Liberty 2,caltonmedia,"['Ballymoney', 'Antrim', 'Ulster', 'Loyalist', 'Protestant', 'Unionist', 'British', 'Culture', 'Music', 'People', 'Loyal', 'Tullaghans', 'Band', 'Flute', 'Britain']",2007-07-01T18:03:11Z,PT6M5S,Calton Media reporting from the Tullaghan's Sons of Liberty Loyalist band parade in Ballymoney. This is part two.,4891,10,,0,,https://www.youtube.com/watch?v=s23FkzUGlc4,https://archive.org/details/youtube-s23FkzUGlc4
qRpf0w7RoXk,Musica Alternativa Decima Balder-Santa Giovinezza Legionaria,DecimaBalder,"['R.A.C.', 'Rock', 'Identitario', 'Nazionalista', 'rac', 'decima', 'balder', 'santa', 'giovinezza', 'legionaria', 'musica', 'alternativa', 'codreanu', 'vicenza']",2007-07-02T17:15:43Z,PT4M21S,"Dedicata a Corneliu Zelea Codreanu e alla sua Legione.

live@vicenza 19-5-2007

Come al solito PORTATE PAZIENZA per gli errori (e le stecche tirate dal sottoscritto) però la formazione era in rodaggio e per giunta ci sentivamo pure poco sul palco..eheh

Per Info e Contatti:decimabalder@hotmail.it

P.S. Cercheremmo Chitarrista/Voce in Zona Veneto e Dintorni!!",9910,56,,18,,https://www.youtube.com/watch?v=qRpf0w7RoXk,https://archive.org/details/youtube-qRpf0w7RoXk
V6f-gj4QeeE,THE UNSEEN's Mark Unseen talks with Eric Blair 2007,blairingoutshow,"['THE', 'UNSEEN', 'RANCID', 'HELLCATRECORDS', 'THEVANS', 'WARPEDTOUR', 'PUNK']",2007-07-02T23:09:18Z,PT10M12S,"THIS WAS SHOT BACKSTAGE @ THE 2007 VAN'S WARPED TOUR
ERIC BLAIR TALKS WITH MARK UNSEEN THE LEAD SINGER FOR THE PUNK BAND THE UNSEEN",29289,166,,49,,https://www.youtube.com/watch?v=V6f-gj4QeeE,https://archive.org/details/youtube-V6f-gj4QeeE
0-G4X7RuzHY,MUSICA ALTERNATIVA Decima Balder - Claretta e Ben (270bis),DecimaBalder,"['R.A.C.', 'Rock', 'Identitario', 'Nazionalista', 'rac', 'decima', 'balder', 'claretta', 'ben', 'musica', 'alternativa', '270', 'bis', 'vicenza']",2007-07-03T16:04:31Z,PT3M48S,"Cover dei 270bis

PORTATE PAZIENZA per eventuali imperfezioni..Era l'esordio con la nuova formazione!!

live@Vicenza 19.5.2007

P.S. Cercheremmo Chitarrista/Voce in Zona Veneto e Dintorni!!
Info: decimabalder@hotmail.it",17855,83,,15,,https://www.youtube.com/watch?v=0-G4X7RuzHY,https://archive.org/details/youtube-0-G4X7RuzHY
yuTPJ_e95n0,Ulster Loyalist Parade - Sir George White Flute Band,caltonmedia,"['Broughshane', 'County', 'Antrim', 'Orange', 'Order', 'Loyalist', 'Sir', 'George', 'White', 'Music', 'Flute', 'Parade', 'Fete', 'Party', 'Family', 'Entertainment']",2007-07-05T08:13:15Z,PT1M15S,"Sir George White FB from Broughshane playing at the mini-Twelfth (Broughshane Orange fete), 04-July-2007.

http://www.caltonloyalists.com",7356,9,,0,,https://www.youtube.com/watch?v=yuTPJ_e95n0,https://archive.org/details/youtube-yuTPJ_e95n0
t2sZytZpmEc,Orange Order Festival - Broughshane Orange Fete Pt 1,caltonmedia,"['Orange', 'Order', '12th', 'Twelfth', 'Broughshane', 'Antrim', 'Protestant', 'Unionist', 'Loyalist', 'Ulster', 'British', 'Music', 'Family', 'Entertainment', 'Fun']",2007-07-05T09:38:51Z,PT9M,"A great family night out at the Broughshane Orange Order Fete and mini-Twelfth - held on 4.July.2007, this annual event is growing every year in popularity.

This clip contains the following bands:

Ballycraigey Auld Boys
Glenwherry Flute Band
Lisnamurrican Temperance Flute Band
Carnalbana Flute Band
Fenagh Accordion Band
Killykl? Accordion from Larne
Pride of the Valley
GraigyWarren FB
Killycoogan Accordion",11724,23,,1,,https://www.youtube.com/watch?v=t2sZytZpmEc,https://archive.org/details/youtube-t2sZytZpmEc
CT1F9Vbim4o,Orange Order Festival - Broughshane Orange Fete 2,caltonmedia,"['Broughshane', 'Antrim', 'Orange', 'Order', 'Protestant', 'Unionist', 'Loyalist', 'British', 'Music', 'Family', 'Entertainment', 'Fun', 'Fete', '12th', 'Twelfth']",2007-07-05T10:00:45Z,PT3M31S,"More footage from the annual Orange Order fete and mini-Twelfth held in Broughshane Co. Antrim on 04.July.07

This clip contains the following bands:

Ballygelly Accordion
Aughafatten Accordion
Sir George White Memorial FB

http://www.caltonloyalists.com",4058,8,,1,,https://www.youtube.com/watch?v=CT1F9Vbim4o,https://archive.org/details/youtube-CT1F9Vbim4o
Zus0ulPFlNI,ORCA Media Moments: "North Sea Gas",ORCA Media,"['orcamedia', 'vermont', 'montpelier', 'music', 'scottish', 'song']",2007-07-06T16:24:16Z,PT4M25S,Scottish band North Sea Gas performs "A Little Bit More" during a May 2007 taping. Visit NSG at www.northseagas.co.uk. Visit us at www.orcamedia.net!,16066,36,,7,,https://www.youtube.com/watch?v=Zus0ulPFlNI,https://archive.org/details/ORCA_Media_Moments_-_North_Sea_Gas
