Username,Video Title,Published At
CUTV,CKUT's 9th Annual Homelessness Marathon,2011-02-22T02:59:28Z
CUTV,Concordia&apos;s Board of Governors respond to Senate,2011-02-22T02:03:28Z
CUTV,Montreal celebrates Egyptian Revolution,2011-02-17T21:00:29Z
CUTV,DECOVER MAG ON VALENTINE'S DAY,2011-02-14T13:38:37Z
CUTV,W.H.A.L.E. chase!,2011-02-11T17:08:07Z
CUTV,Egypt Solidarity Rally - 12 days in,2011-02-07T21:15:18Z
CUTV,Revolution in Egypt,2011-02-03T01:36:11Z
CUTV,CUTV News - QPIRG Radical Walking Tour,2011-01-28T23:30:57Z
CUTV,CUTV News - Senate Meeting,2011-01-28T23:16:39Z
CUTV,CUTV News - GSA BBQ,2011-01-28T23:11:38Z
CUTV,CUTV News - Real History of Concordia,2011-01-28T23:02:17Z
CUTV,CUTV News - Imam Hussain,2011-01-28T22:53:03Z
CUTV,CUTV Promo Video,2011-01-21T05:15:36Z
CUTV,CUTV News - Tunisian Rally,2011-01-20T22:01:59Z
CUTV,CUTV News - CSU Town Hall Meeting,2011-01-20T21:53:28Z
CUTV,CUTV News - Woodsworth's so-called resignation,2011-01-20T21:28:54Z
CUTV,Jason "Blackbird" Selman is an artist because...,2011-01-18T23:28:34Z
CUTV,Editing Workshop @ CUTV,2011-01-17T14:27:19Z
CUTV,Kalmunity's final performance for 2010,2011-01-15T19:34:37Z
CUTV,Cat Kidd performs Hyena Subpoena,2011-01-15T18:55:48Z
CUTV,Ben Amor,2011-01-15T18:27:32Z
CUTV,CUTV News - Abousfian Abdelrazik,2011-01-13T23:42:49Z
CUTV,CUTV News - Tunisian Rally,2011-01-13T22:49:01Z
CUTV,CUTV NEWS - Jan 14 - John Molson School of Business - Case C,2011-01-13T22:27:34Z
CUTV,World Education Forum roundtable debrief - Part 4,2011-01-11T22:51:51Z
CUTV,World Education Forum roundtable debrief - Part 3,2011-01-11T21:27:18Z
CUTV,World Education Forum roundtable debrief - Part 2,2011-01-11T20:50:16Z
CUTV,Did you know Santa is anti-apartheid?,2010-12-24T18:34:53Z
CUTV,Le CJS c¨¦l¨¨bre son 35e anniversaire!,2010-12-23T00:31:56Z
CUTV,BioConnect 2010 - Part I,2010-12-20T22:09:12Z
CUTV,Le CJS c¨¦l¨¨bre son 35e anniversaire,2010-12-20T18:04:21Z
CUTV,The SJC celebrates its 35th anniversary!,2010-12-17T23:18:24Z
CUTV,Permaculture part 3 - Q&A,2010-12-16T21:11:19Z
CUTV,Barriere Lake's right to self-governance,2010-12-15T22:35:26Z
CUTV,Backstage with black metal band Hollow,2010-12-15T00:11:21Z
CUTV,Smart Designers Create a Space to Showcase Their Work,2010-12-14T23:58:53Z
CUTV,Kalmunity Poets Hold a Writing Workshop,2010-12-14T23:53:30Z
CUTV,The Yes Men play nice at Cinema Politica,2010-12-14T23:24:00Z
CUTV,The Link Queer Issue,2010-12-14T23:04:42Z
CUTV,QPIRG Holds Research Workshop for Social Justice Activists,2010-12-13T22:35:54Z
CUTV,Quebec Students Protest Tuition Hikes,2010-12-13T22:30:11Z
CUTV,Paul Nicholas opposes mining proposal on Kanehsatake,2010-12-13T22:14:46Z
CUTV,WEF Attendees Hold Roundtable against Israeli Aparthied,2010-12-13T22:07:05Z
CUTV,The SJC celebrates their 35th anniversary!,2010-12-06T21:40:54Z
CUTV,Water Panel,2010-12-06T21:30:08Z
CUTV,No to the Student Center,2010-12-06T21:17:47Z
CUTV,SIFE Freeze Mob,2010-12-06T21:02:49Z
CUTV,Anti-War,2010-12-06T20:31:00Z
CUTV,St Denis: Israeli Apartheid Free Zone,2010-11-26T22:29:31Z
CUTV,YOAV - The Loft,2010-11-22T00:59:29Z
CUTV,"Dark Owl, an Acadian tale playing at Mainline theatre",2010-11-21T06:14:04Z
CUTV,"Dark Owl, a local theatre production",2010-11-19T22:58:48Z
CUTV,Arts & Culture Nov 16 Part 1,2010-11-18T23:12:45Z
CUTV,Arts & Culture Nov 16 Part 2,2010-11-18T23:05:00Z
CUTV,Arts & Culture Nov 16 Part 3,2010-11-18T22:53:52Z
CUTV,DUBMA$HINE feature,2010-11-18T20:43:24Z
CUTV,CUTV News - Nov 16 - Permaculture,2010-11-18T19:06:33Z
CUTV,CUTV News Nov 16 - Part 2 - G20 Protest,2010-11-18T18:54:49Z
CUTV,CUTV News - Nov 16 - Part 3,2010-11-18T18:32:18Z
CUTV,Melissa Auf der Maur - The Loft,2010-11-18T05:48:47Z
CUTV,DUBMA$HINE feature,2010-11-18T01:54:11Z
CUTV,The Devil Operation (Peru/Canada 2010),2010-11-17T05:36:52Z
CUTV,Roll On - Episode 14 (Part 1 of 5),2010-11-16T21:16:49Z
CUTV,Roll On - Episode 14 (Part 2 of 5),2010-11-16T21:01:37Z
CUTV,Roll On - Episode 14 (Part 3 of 5),2010-11-16T20:32:32Z
CUTV,Roll On - Episode 14 (Part 4 of 5),2010-11-16T20:22:30Z
CUTV,Roll On - Episode 14 (Part 5 of 5),2010-11-16T20:09:50Z
CUTV,CSU to table motion to allow CUTV to film Monthly Council Me,2010-11-10T23:12:54Z
CUTV,RIDM Press Conference,2010-11-10T23:01:36Z
CUTV,Volunteers 30 sec promo,2010-11-05T10:10:36Z
CUTV,Sustainable Finance PSA,2010-11-05T10:06:41Z
CUTV,CUTV News - Nov 2 - Part 2,2010-11-05T10:04:48Z
CUTV,CUTV News - Nov 2 - Part 1,2010-11-05T10:02:50Z
CUTV,CUTV News - Nov 2 - Part 4,2010-11-04T22:03:04Z
CUTV,CUTV News - Nov 2 - Part 5,2010-11-04T21:54:20Z
CUTV,CSU Monthly Townhall - Oct 2010,2010-11-02T23:04:23Z
CUTV,Arts + Culture Oct 19 - Part 1,2010-11-01T21:13:21Z
CUTV,Arts + Culture Oct 19 - Part 2,2010-11-01T21:03:04Z
CUTV,Arts + Culture Oct 19 - Part 3,2010-11-01T20:52:35Z
CUTV,Eli Wiesel,2010-11-01T20:21:35Z
CUTV,Invincible,2010-11-01T19:52:47Z
CUTV,TAP Thirst Demo - Oct 28,2010-10-28T23:16:21Z
CUTV,Sustainable Business Day,2010-10-27T21:30:34Z
CUTV,QPIRG PSA,2010-10-27T21:26:10Z
CUTV,Teaching Teachers About Bullying PSA,2010-10-27T21:16:21Z
CUTV,Possible Worlds by Uncalled For,2010-10-20T20:57:07Z
CUTV,CUTV Arts & Culture OCT12 part 1,2010-10-18T22:05:40Z
CUTV,CUTV Arts & Culture OCT12 part 2,2010-10-18T21:54:19Z
CUTV,CUTV Arts & Culture OCT12 part 3,2010-10-18T21:37:21Z
CUTV,CUTV Arts & Culture OCT12 part 4,2010-10-18T21:30:41Z
CUTV,CUTV Arts & Culture OCT12 part 5,2010-10-18T21:16:52Z
CUTV,CUTV News - Oct 5 Part 5 of 5,2010-10-14T19:08:15Z
CUTV,Roll On - Episode 13 (Part 1 of 5),2010-10-13T02:54:43Z
CUTV,Roll On - Episode 13 (Part 2 of 5),2010-10-13T02:39:33Z
CUTV,Roll On - Episode 13 (Part 3 of 5),2010-10-13T02:28:49Z
CUTV,Roll On - Episode 13 (Part 4 of 5),2010-10-13T02:19:20Z
CUTV,Roll On - Episode 13 (Part 5 of 5),2010-10-13T02:07:41Z
CUTV,People Power,2010-10-11T09:18:13Z
CUTV,Roll On - Episode 12 (Part 1 of 5),2010-09-23T02:04:05Z
CUTV,Roll On - Episode 12 (Part 2 of 5),2010-09-23T01:57:43Z
CUTV,Roll On - Episode 12 (Part 3 of 5),2010-09-23T01:39:13Z
CUTV,Roll On - Episode 12 (Part 4 of 5),2010-09-23T01:29:30Z
CUTV,Roll On - Episode 12 (Part 5 of 5),2010-09-23T01:15:02Z
CUTV,CUTV News - Citizen Media and Mohawk Pow Wow Pt 1,2010-09-03T04:09:56Z
CUTV,CUTV News - Citizen Media and Mohawk Pow Wow Pt 2,2010-09-03T04:01:25Z
CUTV,CUTV News - Citizen Media and Mohawk Pow Wow Pt 3,2010-09-03T03:53:55Z
CUTV,CUTV News - Jane,2010-08-27T04:38:49Z
CUTV,Artists Against Apartheid p.2,2010-08-16T05:21:01Z
CUTV,Artists Against Apartheid p.1,2010-08-16T05:10:03Z
CUTV,Next Week on CUTV News,2010-08-13T04:06:40Z
CUTV,CUTV News - Kanehsatake,2010-08-12T16:30:48Z
CUTV,Artists Against Apartheid - CUTV News,2010-08-11T00:49:50Z
CUTV,Immigration flows,2010-08-09T17:12:34Z
CUTV,Roll On - Episode 11 (Part 1 of 5),2010-08-07T01:55:51Z
CUTV,Roll On - Episode 11 (Part 2 of 5),2010-08-07T01:37:55Z
CUTV,Roll On - Episode 11 (Part 3 of 5),2010-08-07T01:28:19Z
CUTV,Roll On - Episode 11 (Part 4 of 5),2010-08-07T01:16:00Z
CUTV,Roll On - Episode 11 (Part 5 of 5),2010-08-07T01:07:21Z
CUTV,CUTV News - Aug 3,2010-08-06T14:06:07Z
CUTV,CUTV News - G20 Demonstration,2010-08-03T03:24:56Z
CUTV,CUTV News announcement - July 27th 2010,2010-07-28T22:07:02Z
CUTV,Roll On - Episode 10 (Part 1 of 5),2010-07-21T02:55:37Z
CUTV,Roll On - Episode 10 (Part 2 of 5),2010-07-21T02:38:04Z
CUTV,Roll On - Episode 10 (Part 3 of 5),2010-07-21T02:30:41Z
CUTV,Roll On - Episode 10 (Part 4 of 5),2010-07-21T02:13:58Z
CUTV,Roll On - Episode 10 (Part 5 of 5),2010-07-21T02:04:46Z
CUTV,Muslim Fest at Concordia!,2010-07-19T16:16:09Z
CUTV,Roll On - Episode 9 (Part 1 of 5),2010-07-13T02:52:34Z
CUTV,Roll On - Episode 9 (Part 2 of 5),2010-07-13T02:38:51Z
CUTV,Roll On - Episode 9 (Part 3 of 5),2010-07-13T02:29:02Z
CUTV,Roll On - Episode 9 (Part 4 of 5),2010-07-13T02:17:23Z
CUTV,Roll On - Episode 9 (Part 5 of 5),2010-07-13T02:08:28Z
CUTV,Roll On - Episode 8 (Part 1 of 5),2010-07-06T02:55:35Z
CUTV,Roll On - Episode 8 (Part 2 of 5),2010-07-06T02:36:59Z
CUTV,Roll On - Episode 8 (Part 3 of 5),2010-07-06T02:30:07Z
CUTV,Roll On - Episode 8 (Part 4 of 5),2010-07-06T02:22:03Z
CUTV,Roll On - Episode 8 (Part 5 of 5),2010-07-06T02:08:39Z
CUTV,"CUTV News July 2 - Summer Literary Seminars, Olympic stadium, World Partnership walk",2010-07-04T02:54:54Z
CUTV,Intensive documentary workshop - Yehouda Chaki,2010-06-29T20:10:09Z
CUTV,Intensive documentary workshop - Yehouda Chaki,2010-06-29T18:11:27Z
CUTV,Roll On - Episode 7 (Part 1 of 5),2010-06-28T01:33:12Z
CUTV,Roll On - Episode 7 (Part 2 of 5),2010-06-28T01:23:18Z
CUTV,Roll On - Episode 7 (Part 3 of 5),2010-06-28T01:14:23Z
CUTV,Roll On - Episode 7 (Part 4 of 5),2010-06-28T01:07:47Z
CUTV,Roll On - Episode 7 (Part 5 of 5),2010-06-28T00:32:00Z
CUTV,"Cannes, Richard Gage - AIA, Yehouda Chaki on CUTV News",2010-06-24T01:39:54Z
CUTV,Roll On - Episode 6 (Part 1 of 5),2010-06-20T02:41:23Z
CUTV,Roll On - Episode 6 (Part 3 of 5),2010-06-20T02:28:01Z
CUTV,Roll On - Episode 6 (Part 2 of 5),2010-06-20T02:19:38Z
CUTV,Roll On - Episode 6 (Part 4 of 5),2010-06-20T00:37:01Z
CUTV,Roll On - Episode 6 (Part 5 of 5),2010-06-20T00:17:09Z
CUTV,"CUTV NEWS March 22,2010 Shannon Walsh",2010-06-16T23:27:38Z
CUTV,"ADV for Roll On (CUTV Game Show, June 2010 Filming)",2010-06-09T14:35:32Z
CUTV,"PSA for CUTV, PSAs Wanted (35 Seconds)",2010-06-09T14:30:51Z
CUTV,Roll On - Episode 5 (Part 1 of 5),2010-06-03T02:05:03Z
CUTV,Roll On - Episode 5 (Part 2 of 5),2010-06-03T01:53:12Z
CUTV,Roll On - Episode 5 (Part 3 of 5),2010-06-02T16:42:31Z
CUTV,Roll On - Episode 5 (Part 4 of 5),2010-06-02T16:28:50Z
CUTV,Roll On - Episode 5 (Part 5 of 5),2010-06-02T16:21:18Z
CUTV,Box Populus (Episode 1),2010-05-28T16:59:42Z
CUTV,The Duck Wife,2010-05-27T16:36:51Z
CUTV,PSA for World Partnership Walk (30 Seconds),2010-05-19T20:18:16Z
CUTV,Nuit Blanche,2010-05-10T13:32:36Z
CUTV,PSA for Oral History Concordia in May (30 Seconds),2010-05-10T13:18:45Z
CUTV,PSA for HSAC Acropolis Exhibit,2010-04-23T14:05:54Z
CUTV,Poker Of Aces by Kyoto Son,2010-04-22T14:54:30Z
CUTV,Maintenance,2010-04-16T16:21:12Z
CUTV,Danica,2010-04-15T21:09:16Z
CUTV,PSA for Dance Marathon (30 Seconds),2010-04-06T19:09:02Z
CUTV,PSA for GSA Elections (30 Seconds),2010-04-06T18:56:45Z
CUTV,Roll On Episode 4 (Part 5 of 5),2010-04-06T02:53:11Z
CUTV,Roll On Episode 4 (Part 4 of 5),2010-04-06T02:32:54Z
CUTV,Roll On Episode 4 (Part 3 of 5),2010-04-06T02:03:04Z
CUTV,Roll On Episode 4 (Part 2 of 5),2010-04-06T01:54:45Z
CUTV,Roll On Episode 4 (Part 1 of 5),2010-04-06T01:35:25Z
CUTV,One Way Call by Kyoto Son,2010-03-26T19:53:24Z
CUTV,Memories by Kyoto Son,2010-03-26T19:34:47Z
CUTV,The Loft (Episode 5: Nouvelle Vague),2010-03-26T18:53:24Z
CUTV,PSA for Art Of Living Stress Buster (30 Seconds),2010-03-24T17:02:27Z
CUTV,PSA for Education Discussion (30 Seconds),2010-03-24T16:26:18Z
CUTV,PSA for Community Slate 2 (30 Seconds),2010-03-22T20:17:30Z
CUTV,PSA for Fusion Party Slate,2010-03-22T18:52:04Z
CUTV,PSA for Le Frigo Vert (30 Seconds),2010-03-19T20:02:26Z
CUTV,"PSA for CSU Student Centres 3 (Election Time March 23 to 25,",2010-03-17T18:53:12Z
CUTV,"PSA for CSU Student Centres 2 (Election Time March 23 to 254,",2010-03-17T18:37:39Z
CUTV,"PSA for CSU Student Centres 1 (Election Time March 23 to 25,",2010-03-17T18:28:21Z
CUTV,PSA for McGill African Student Society T.I.A.,2010-03-11T19:32:42Z
CUTV,Technology Apocolyptica,2010-03-11T18:54:16Z
CUTV,PSA for HSAC Movie Night (My Big Fat Greek Wedding),2010-03-03T17:09:59Z
CUTV,I Will Follow by Kyoto Son,2010-02-19T20:14:42Z
CUTV,Fallen by Kyoto Son,2010-02-19T19:39:02Z
CUTV,PSA for HSAC Young Hellenic Board of Trade Information Sessi,2010-02-19T17:14:20Z
CUTV,PSA for HSAC Movie Night of Captain Corelli's Mandolin,2010-02-08T22:26:04Z
CUTV,PSA for We Value...Loyola On Ice Events,2010-02-05T20:12:10Z
CUTV,PSA on Anti-Valentine Co-Op Bookstore Events,2010-02-05T19:56:06Z
CUTV,ADV for Roll On (CUTV Game Show),2010-02-03T18:51:14Z
CUTV,Angel Eyes by Kyoto Son,2010-02-03T18:36:22Z
CUTV,PSA Harmonies For Haiti,2010-02-01T22:26:19Z
CUTV,PSA on Drunk Driving (for Riverdale Media Ed),2010-01-29T19:57:54Z
CUTV,Untitled (The Montreal Ticker),2010-01-29T19:22:20Z
CUTV,CityU 25th Anniversary,2010-01-29T18:52:09Z
CUTV,Dr. David Suzuki's 2009 Right Livelihood Award Laureate),2010-01-29T18:08:20Z
CUTV,The Tempest (Preview),2010-01-27T19:12:56Z
CUTV,Superwoman In The Making,2010-01-27T18:53:57Z
CUTV,2009 PSA Forehead 2,2009-10-07T17:25:24Z
CUTV,2009 PSA Forehead 1,2009-10-07T17:25:00Z
CUTV,The Inevitability Of...,2009-10-07T15:32:05Z
CUTV,Emotional Abuse PSA Riverdale Media Ed,2009-09-08T15:12:06Z
CUTV,Hang Up (Summer Video Boot Camp 2009),2009-08-12T14:52:50Z
CUTV,Chapeau Noir (Summer Video Boot Camp 2009),2009-08-12T14:51:08Z
CUTV,Cereal Cop (Summer Video Boot Camp 2009),2009-08-12T14:39:56Z
CUTV,Aftermanth (Summer Video Boot Camp 2009),2009-08-12T14:26:25Z
CUTV,UnAmerican,2009-07-08T18:56:01Z
CUTV,2009 Eli Levinson Bye Bye Jason,2009-07-08T18:38:38Z
CUTV,"Keep Calm, Carry On",2009-07-08T18:13:24Z
CUTV,Stingers Sports Show Episode 4,2009-06-18T19:55:05Z
CUTV,Stingers Sports Show Episode 3,2009-06-18T19:53:15Z
CUTV,Stingers Sports Show Episode 2,2009-06-18T19:51:55Z
CUTV,Overturn,2009-06-03T19:28:53Z
CUTV,Orange Juice,2009-06-03T19:25:02Z
CUTV,One Way,2009-06-03T19:18:11Z
CUTV,4th Wall,2009-06-03T19:11:51Z
CUTV,Imaginary Ordinary,2009-06-03T19:10:45Z
CUTV,Brushstrokes,2009-06-03T18:54:51Z
CUTV,Awkward,2009-06-03T18:48:30Z
CUTV,Alice,2009-06-03T18:43:35Z
CUTV,Fragments,2009-06-03T18:40:38Z
CUTV,La Reine Pokou,2009-05-12T18:13:31Z
CUTV,The waiting Room,2009-04-30T21:25:25Z
CUTV,Pursuit,2009-04-30T21:21:35Z
CUTV,Scraped,2009-04-30T21:12:48Z
CUTV,A Five Minute Idea: A Visual Thought Process in Five Movements,2009-04-30T21:09:51Z
CUTV,The Fish Aria,2009-04-30T21:07:40Z
CUTV,Moving On,2009-04-30T21:00:01Z
CUTV,Cote Vertu,2009-04-30T18:14:54Z
CUTV,Stingers Sports Show Episode 1,2009-04-22T20:30:34Z
CUTV,Elsewhere,2009-04-22T20:15:58Z
CUTV,Artificially Elsewhere,2009-04-09T16:52:45Z
CUTV,Inktank: Criticism,2009-04-03T15:45:05Z
CUTV,L'interpretation des r¨ºves ou les aventures du Robert Bleu,2009-04-01T11:53:32Z
CUTV,Into the Heart of a Treasure,2009-03-31T20:58:33Z
CUTV,Une place dans le monde,2009-03-31T20:45:00Z
CUTV,Tokette I,2009-03-31T20:18:29Z
CUTV,Mother Earth,2009-03-24T20:01:20Z
CUTV,The Call,2009-03-18T19:30:26Z
CUTV,Populus Orchestration,2009-03-18T15:42:33Z
CUTV,2009 Jonathan Jean Pierre Loft ep 3 The Dears,2009-03-18T15:14:07Z
CUTV,2008 Editing Workshop Sample Edit,2009-02-18T21:47:01Z
CUTV,High Spirits,2009-02-18T21:15:36Z
CUTV,PWND!,2009-02-17T17:34:02Z
CUTV,Extreme French Cooking Episode 2: Caawn Bread,2009-02-10T23:08:05Z
CUTV,Still,2009-01-27T21:24:52Z
CUTV,Ma vie est un desert,2009-01-27T21:05:51Z
CUTV,Populus Exp 1v2,2009-01-27T20:52:53Z
CUTV,2008 - Film 1 - Melanie Mercury -  l'envers du temps,2009-01-22T22:24:14Z
CUTV,"3 Cut, Copy, Paste",2009-01-15T22:04:15Z
CUTV,Aging Faces/Losing Places,2009-01-09T20:15:58Z
CUTV,Life Renter Part 1,2008-12-17T21:44:37Z
CUTV,Life Renter Part 2,2008-12-17T21:38:34Z
CUTV,Corner Kick Ep. 10,2008-12-17T21:06:41Z
CUTV,Corner Kick Ep. 9,2008-12-17T20:57:21Z
CUTV,2008 - Jonathan - Corner Kick Ep. 7 - Tips and tricks as the championships near.mp4,2008-12-17T20:11:19Z
CUTV,Corner Kick Ep. 8,2008-12-17T20:06:19Z
CUTV,Graffiti Aftershots,2008-12-17T19:42:40Z
CUTV,The Black Rock.mov,2008-12-17T18:56:46Z
CUTV,2008 - PublicPrivate call for submissions.mp4,2008-12-17T15:43:50Z
CUTV,Pretend Girlfriends,2008-11-24T17:41:26Z
CUTV,Dear Aaron,2008-11-24T16:57:49Z
CUTV,Sick Mentos Ad,2008-11-24T16:45:46Z
CUTV,Score City in Drug Town,2008-11-24T16:39:07Z
CUTV,Bay Below (Peace),2008-11-24T16:38:03Z
CUTV,Corner Kick Ep. 5,2008-11-19T22:13:45Z
CUTV,An Untitled Zombie Project (Part 2),2008-11-19T17:54:05Z
CUTV,An Untitled Zombie Project (Part 1),2008-11-19T16:43:06Z
CUTV,Bob & Mike's Adventure with a Paper Tiger,2008-11-18T04:39:57Z
CUTV,The Loft Ep 2: aRTIST oF tHE yEAR,2008-11-17T20:03:13Z
CUTV,The Loft Ep 1: Melissa Auf der Maur,2008-11-17T20:02:33Z
CUTV,Room Without a View,2008-11-10T16:11:59Z
CUTV,Halloween PSA,2008-11-05T19:52:20Z
CUTV,PSA - Mr. Rogers website promo,2008-10-29T20:10:50Z
CUTV,Corner Kick Ep. 4 - The halfway point,2008-10-29T18:32:27Z
CUTV,"Corner Kick Ep. 3 - Focus or fun, take your pick!",2008-10-29T18:27:58Z
CUTV,Corner Kick Ep. 2 - A healthy lifestyle is actually...pretty fun,2008-10-29T18:06:13Z
CUTV,Corner Kick Ep. 1,2008-10-29T17:05:06Z
CUTV,Mon nom est Tuan (My Name is Tuan),2008-10-20T16:13:02Z
CUTV,Homeworkout - 4 Points Raise,2008-10-20T15:13:16Z
CUTV,Homeworkout - Situps,2008-10-20T15:11:02Z
CUTV,Homeworkout - Side Plank,2008-10-20T15:06:27Z
CUTV,Homeworkout - Leg Lift,2008-10-20T15:04:08Z
CUTV,Homeworkout - Pushups,2008-10-20T15:03:15Z
CUTV,Homeworkout - Plank,2008-10-20T15:00:04Z
CUTV,Homeworkout - Lateral Dips,2008-10-20T14:58:33Z
CUTV,Homeworkout - Lunges,2008-10-20T14:56:35Z
CUTV,Homeworkout - Lady Pushups,2008-10-20T14:50:40Z
CUTV,Homeworkout - Badass Excersise,2008-10-20T14:49:08Z
CUTV,Laid Back,2008-10-08T15:52:09Z
CUTV,CUTV ID Chuck D. - Sights and Sounds,2008-10-01T17:38:29Z
CUTV,CUTV ID Chuck D. - Real Estate,2008-10-01T17:35:19Z
CUTV,Bianco Nero Grigio,2008-10-01T16:56:11Z
CUTV,Geeks Underground Teaser Trailer,2008-09-22T14:41:54Z
CUTV,Makealottamovies Promo 3,2008-09-15T17:27:01Z
CUTV,Cheap Plastic Toy,2008-09-15T17:25:20Z
CUTV,"Homeworkout, Squats",2008-09-15T17:22:24Z
CUTV,"Homeworkout, Situps",2008-09-15T17:20:35Z
CUTV,"Homeworkout, Pushups",2008-09-15T17:19:15Z
CUTV,"Homeworkout, Plank",2008-09-15T17:18:12Z
CUTV,Homeworkout Intro,2008-09-15T16:25:59Z
CUTV,Extreme French Cooking (Tuna Cakes),2008-09-10T22:08:09Z
CUTV,L'Obscure 16 - BRIGA,2008-08-26T20:19:11Z
CUTV,Co-op bookstore Teacher Ad,2008-08-25T13:17:42Z
CUTV,"The Room, Ep. 1",2008-07-14T16:31:17Z
CUTV,CUTV Podcasts PSA,2008-07-14T16:29:27Z
CUTV,Alison reviews the Fringe - Friday June 20 2008,2008-06-21T17:12:52Z
CUTV,More Buzz by Kelly - Friday June 20 2008,2008-06-21T17:03:16Z
CUTV,Colette loved See Bob Run - Tuesday June 17 2008,2008-06-18T04:52:31Z
CUTV,Tristan gets an Influx tattoo - Tuesday June 17 2008,2008-06-18T04:48:41Z
CUTV,Talking about Les Dames at the Fringe - Tuesday June 17 2008,2008-06-18T04:43:38Z
CUTV,Reviewing I don't know where here is - Tuesday June 17 2008,2008-06-18T04:39:01Z
CUTV,Fringe buzz - Monday June 16 2008,2008-06-17T19:31:57Z
CUTV,Some more Buzz - Sunday June 16 2008,2008-06-17T18:57:02Z
CUTV,Kymba talks about Greed at the Fringe - Monday June 16 2008,2008-06-17T14:04:04Z
CUTV,Risa talks about Teaching the Fringe - Monday June 16 2008,2008-06-17T14:03:02Z
CUTV,Sarah McNeill on The Drag Piper Show - Monday JUne 16 2008,2008-06-17T13:57:11Z
CUTV,Rose reviews Cody Rivers at the fringe - Monday June 16 2008,2008-06-17T02:27:31Z
CUTV,Pradeep talks up fringe shows- Monday June 16 2008,2008-06-17T02:22:36Z
CUTV,L'Obscure 15 - Airbourne,2008-06-16T16:25:58Z
CUTV,What is CUTV? PSA,2008-06-16T15:53:26Z
CUTV,Dance Rules! - Sunday June 15,2008-06-16T03:03:11Z
CUTV,Poe reviews the fringe - Sunday June 15,2008-06-16T03:02:34Z
CUTV,Buzz at the beer tent - Sunday June 15,2008-06-16T02:56:27Z
CUTV,"Reviewing beer at the tent - Sunday June 15,",2008-06-16T02:54:09Z
CUTV,Want You To(o) Music Video,2008-06-08T00:21:23Z
CUTV,Co-op Bookstore "Artisan" Ad,2008-06-04T18:11:39Z
CUTV,Makealottamovies Promo 2,2008-06-04T18:02:30Z
CUTV,Hands in the Snow,2008-06-02T18:13:34Z
CUTV,City of Crocodiles,2008-06-02T17:59:15Z
CUTV,Makealottamovies Promo (2008),2008-05-26T16:07:01Z
CUTV,Escape from Death,2008-05-21T17:52:48Z
CUTV,Phantasmagoria,2008-05-14T16:02:08Z
CUTV,Griffintown,2008-05-14T16:00:10Z
CUTV,Hearts of Passion,2008-05-14T15:56:00Z
CUTV,Can't Stop Facing That Book,2008-05-14T15:54:52Z
CUTV,Break Time,2008-05-14T15:50:04Z
CUTV,Barberito,2008-05-14T15:40:34Z
CUTV,2050,2008-04-02T19:48:08Z
CUTV,"His Holiness the Dalai Lama, Ottawa, Canada",2008-03-20T16:06:32Z
CUTV,L'Obscure - Northstar (Pt. 2),2008-03-19T20:49:03Z
CUTV,L'Obscure 7 - Northstar (Pt. 1),2008-03-19T20:39:32Z
CUTV,Doorway,2008-03-13T00:19:55Z
CUTV,Five Days for Homelessness - Night 1,2008-03-12T01:56:09Z
CUTV,5 Days for Homelessness - Night 2,2008-03-12T01:03:39Z
CUTV,APEX EMSEMBLE - ART MATTERS 2008 - (Part 1),2008-03-07T16:10:45Z
CUTV,APEX ENSEMBLE - ART MATTERS 2008 - (Part 2),2008-03-07T15:35:56Z
CUTV,L'Obscure 4 - MSTRKRFT (Pt.1),2008-02-19T21:39:58Z
CUTV,L'Obscure 1 - Circa Survive (Pt. 2),2008-02-19T21:07:44Z
CUTV,L'Obscure 1 - Circa Survive (Pt. 1),2008-02-19T20:57:58Z
CUTV,What is L'Obscure?,2008-02-13T22:43:09Z
CUTV,The Red Cut,2008-02-08T18:03:22Z
CUTV,Spuken Kollektif,2008-02-06T19:33:57Z
CUTV,ACSioN Network News (Episode 1 - Part 3),2008-01-28T19:34:30Z
CUTV,"CUTV News (January 21, 2008)",2008-01-21T20:04:54Z
CUTV,ACSioN Network News  (Episode 1 - Part 2),2008-01-18T17:05:08Z
CUTV,ACSioN Network News (Episode 1 - Part 1),2008-01-18T16:11:52Z
CUTV,Brotherly Love (Makealottamovies Film Noir),2008-01-17T17:06:47Z
CUTV,L'Obscure 8 - Watson Twins (Pt.1),2008-01-16T00:38:16Z
CUTV,L'Obscure 8 - Watson Twins (Pt.2),2008-01-15T22:53:12Z
CUTV,L'Obscure 13 - Amanda Mabro (Pt. 2),2008-01-04T15:43:36Z
CUTV,L'Obscure 13 - Amanda Mabro (Pt. 1),2008-01-03T22:12:34Z
CUTV,L'Obscure 11 - Cadence Weapon (Pt. 2),2007-12-17T19:51:17Z
CUTV,L'Obscure 11 - Cadence Weapon (Pt.1),2007-12-17T19:37:02Z
CUTV,L'Obscure 10 - Justice,2007-12-13T17:37:47Z
CUTV,L'Obscure 2 - Hawksley Workman (Pt. 2),2007-11-20T23:48:06Z
CUTV,L'Obscure 2 - Hawksley Workman (Pt.1),2007-11-20T23:40:16Z
CUTV,Words are the Vanity to a Poet Damned,2007-11-15T20:42:15Z
CUTV,L'Obscure 9 - Zara (Pt. 2),2007-11-13T19:06:07Z
CUTV,L'Obscure 9 - Zara (Pt. 1),2007-11-12T23:07:13Z
